Index,EAFE,GSCI,NAREIT,SP500,US10YR
2008-06-30,5725.399,9267.7,3288.95,4358.57,1700.456061
2008-07-31,5542.113,8609.5,3350.6899,4421.61,1706.110077
2008-08-31,5318.98,7538.3,3333.52,4027.61,1734.27486
2008-09-30,4551.75,5412.6,2315.47,3351.18,1736.954943
2008-10-31,3633.501,4609.3,1814.8101,3110.72,1719.827331
2008-11-30,3438.81,3995.4,2104.9299,3143.82,1885.497098
2008-12-31,3645.936,3638.2,1759.48,2878.84,2004.286608
2009-01-31,3288.719,3416.3,1414.86,2572.31,1900.734843
2009-02-28,2952.376,3570.2,1476.26,2797.63,1880.841529
2009-03-31,3140.958,3537.4,1890.61,3065.39,1936.325474
2009-04-30,3548.076,4233.1,1929.39,3236.84,1866.520167
2009-05-31,3974.303,4257.2,1879,3243.26,1822.918624
2009-06-30,3952.861,4276.1,2072.8301,3488.58,1819.045704
2009-07-31,4314.255,4175,2332.22,3614.53,1825.918265
2009-08-31,4549.445,4182.2,2480.3401,3749.41,1849.709306
2009-09-30,4724.497,4427.8,2362.1399,3679.75,1869.01833
2009-10-31,4665.679,4495.3,2526.3101,3900.48,1858.456248
2009-11-30,4760.245,4534.2,2690.1201,3975.82,1895.302088
2009-12-31,4829.423,4176.2,2562.6599,3832.79,1800.524227
2010-01-31,4616.955,4408.4,2692.79,3951.52,1839.256961
2010-02-28,4585.758,4493.7,2944.71,4189.98,1847.884145
2010-03-31,4874.919,4618.4,3138.77,4256.13,1818.441204
2010-04-30,4790.74,4009.2,2972.3701,3916.27,1846.887802
2010-05-31,4246.167,4026,2836.8201,3711.26,1911.875365
2010-06-30,4204.858,4252.6,3092.76,3971.28,1973.006678
2010-07-31,4604.002,4017.7,3050.51,3792,1982.983612
2010-08-31,4461.688,4358.7,3187.27,4130.42,2069.938108
2010-09-30,4899.896,4470.2,3332.1001,4287.58,2063.291432
2010-10-31,5077.17,4518.6,3277.5901,4288.13,2049.610922
2010-11-30,4834.023,4943.4,3431.6201,4574.71,2022.149379
2010-12-31,5225.887,5094.3,3562.1299,4683.14,1943.10969
2011-01-31,5349.895,5285.1,3722.3201,4843.58,1928.854182
2011-02-28,5527.526,5515.1,3671.46,4845.5,1934.351416
2011-03-31,5406.146,5758.4,3847.71,4989,1931.754663
2011-04-30,5734.642,5361.7,3883.3401,4932.53,1961.815652
2011-05-31,5573.711,5077.2,3776.6899,4850.31,2012.580621
2011-06-30,5505.29,5200.9,3788.8601,4751.68,1995.444622
2011-07-31,5418.7,5104.9,3605.03,4493.56,2062.920085
2011-08-31,4930.059,4483.7,3228.5901,4177.67,2176.272111
2011-09-30,4461.867,4920.7,3653.98,4634.26,2241.403582
2011-10-31,4892.316,4990.4,3522.02,4624.02,2194.885218
2011-11-30,4656.26,4885.3,3682.29,4671.32,2216.597565
2011-12-31,4612.71,4994.3,3919.9299,4880.66,2258.631711
2012-01-31,4859.632,5297.1,3892.1899,5091.71,2274.51568
2012-02-29,5139.968,5172.6,4063.8701,5259.28,2247.184848
2012-03-31,5119.19,5146.1,4175.8101,5226.27,2200.80965
2012-04-30,5024.896,4478.2,4012.72,4912.16,2260.61288
2012-05-31,4454.41,4532,4244.8701,5114.55,2339.215892
2012-06-30,4768.428,4820.9,4345.0498,5185.59,2325.155142
2012-07-31,4823.088,5127.7,4356.4199,5302.38,2362.783265
2012-08-31,4953.131,5054.81,4320.9902,5439.41,2352.690505
2012-09-30,5101.399,4849.3,4302.3701,5338.97,2338.492046
2012-10-31,5144.258,4920.9,4275.7402,5369.94,2326.734894
2012-11-30,5269.064,4889,4408.71,5418.89,2351.459846
2012-12-31,5438.296,5102,4597.8501,5699.56,2320.325783
2013-01-31,5726.115,4878.3,4657.02,5776.93,2273.597018
2013-02-28,5673.236,4915.9,4809.98,5993.58,2304.227603
2013-03-31,5722.91,4683.3,5084.8433,6109.06,2312.040129
2013-04-30,6027.966,4613.6,4747.9727,6251.96,2351.630145
2013-05-31,5888.985,4624.4,4636.2637,6168.01,2258.186833
2013-06-30,5681.14,4851.6,4662.2778,6481.86,2190.820507
2013-07-31,5981.359,5015.4,4367.0264,6294.14,2180.082341
2013-08-31,5902.884,4845.3,4518.0078,6491.52,2150.767699
2013-09-30,6340.633,4775.4,4698.0264,6789.92,2182.050321
2013-10-31,6553.941,4738.1,4475.2646,6996.83,2200.238577
2013-11-30,6605.244,4829.5,4511.8975,7173.97,2170.546834
2013-12-31,6705.113,4750.4,4672.3398,6925.93,2121.617822
2014-01-31,6435.696,4964.6,4888.8755,7242.75,2195.455709
2014-02-28,6795.158,4971.54,4907.2305,7303.63,2202.2563
2014-03-31,6756.717,5008.4,5049.2261,7357.62,2193.733122
2014-04-30,6860.03,4999.62,5194.0352,7530.33,2210.203362
2014-05-31,6980.509,5105.46,5251.6216,7685.89,2252.093281
2014-06-30,7049.963,4835.02,5242.3813,7579.9,2246.85832
2014-07-31,6911.723,4755.75,5419.7729,7883.13,2241.753648
2014-08-31,6901.688,4469.27,5113.2227,7772.58,2292.263446
2014-09-30,6638.926,4201.84,5556.749,7962.43,2262.512112
2014-10-31,6542.744,3742.98,5686.0361,8176.57,2301.346993
2014-11-30,6632.525,3232.8,5740.4316,8155.98,2340.818587
2014-12-31,6404.509,2990.45,6067.9287,7911.14,2347.164152
2015-01-31,6436.384,3183.79,5902.8228,8365.81,2456.81862
2015-02-28,6821.877,2967.12,5962.1167,8233.5,2389.357722
2015-03-31,6724.451,3295.22,5683.5986,8312.49,2406.307903
2015-04-30,7004.415,3229.74,5673.8315,8419.38,2386.387097
2015-05-31,6976.604,3226.12,5428.6523,8256.4,2375.489565
2015-06-30,6780.922,2771.17,5692.2861,8429.38,2331.270514
2015-07-31,6922.013,2779.47,5369.7012,7920.81,2367.057042
2015-08-31,6413.541,2603.62,5468.2202,7724.82,2369.284346
2015-09-30,6090.197,2609.6,5799.021,8376.44,2405.601688
2015-10-31,6566.639,2375.62,5792.9219,8401.35,2388.210471
2015-11-30,6465.259,2170.61,5858.1436,8268.84,2381.853362
2015-12-31,6379.335,2058.38,5646.2139,7858.51,2373.525165
2016-01-31,5918.618,2016.99,5631.9727,7847.9,2448.866028
2016-02-29,5812.245,2116.44,6194.958,8380.29,2497.577616
2016-03-31,6195.506,2331.04,6094.6948,8412.78,2492.088994
2016-04-30,6381.655,2382.75,6242.5073,8563.86,2484.45165
2016-05-31,6331.648,2384.66,6662.1245,8586.05,2485.981738
2016-06-30,6121.747,2156.5,6918.7129,8902.6,2570.312273
2016-07-31,6432.497,2194.65,6695.5444,8915.1,2580.650366
2016-08-31,6437.892,2285.61,6603.6836,8916.79,2555.263223
2016-09-30,6519.887,2251.39,6284.2598,8754.14,2553.924713
2016-10-31,6386.988,2308.46,6146.9297,9078.35,2501.605274
2016-11-30,6260.544,2417.31,6407.3389,9257.79,2388.068501
2016-12-31,6475.802,,,,2375.939759
